Forest_NonForest,BGC,fieldcall,basemapunit,description,mapunit_ss_realm,mapunit_ss_association,mapunit_fnf,mapunit_nf
Forest,ICHmk5,ICHmk5/110,ICHmk5/110,,ICHmk5/110,ICHmk5/110,forest ,forest 
Forest,ICHmk5,ICHmk5/111,ICHmk5/111,,ICHmk5/111,ICHmk5/111,forest ,forest 
Forest,ICHmk5,ICHmk5/112,ICHmk5/112,,ICHmk5/112,ICHmk5/112,forest ,forest 
Forest,ICHmm,ICHmm/01,ICHmm/01,,ICHmm/01,ICHmm/01,forest ,forest 
Forest,ICHmm,ICHmm/02,ICHmm/02,,ICHmm/02,ICHmm/02,forest ,forest 
Forest,ICHmm,ICHmm/03,ICHmm/03,,ICHmm/03,ICHmm/03,forest ,forest 
Forest,ICHmm,ICHmm/04,ICHmm/04,,ICHmm/04,ICHmm/04,forest ,forest 
Forest,ICHmm,ICHmm/05,ICHmm/05,,ICHmm/05,ICHmm/05,forest ,forest 
Forest,ICHmm,ICHmm/06,ICHmm/06,,ICHmm/06,ICHmm/06,forest ,forest 
Forest,ICHmm,ICHmm/07,ICHmm/07,,ICHmm/07,ICHmm/07,forest ,forest 
Forest,ICHmm,ICHmm/08,ICHmm/08,,ICHmm/08,ICHmm/08,forest ,forest 
Forest,ICHmw1,ICHmw1/01,ICHmw1/01,,ICHmw1/01,ICHmw1/01,forest ,forest 
Forest,ICHmw1,ICHmw1/02,ICHmw1/02,,ICHmw1/02,ICHmw1/02,forest ,forest 
Forest,ICHmw1,ICHmw1/03,ICHmw1/03,,ICHmw1/03,ICHmw1/03,forest ,forest 
Forest,ICHmw1,ICHmw1/04,ICHmw1/04,,ICHmw1/04,ICHmw1/04,forest ,forest 
Forest,ICHmw1,ICHmw1/05,ICHmw1/05,,ICHmw1/05,ICHmw1/05,forest ,forest 
Forest,ICHmw1,ICHmw1/06,ICHmw1/06,,ICHmw1/06,ICHmw1/06,forest ,forest 
Forest,ICHmw1,ICHmw1/07,ICHmw1/07,,ICHmw1/07,ICHmw1/07,forest ,forest 
Forest,ICHmw2,ICHmw2/101,ICHmw2/101,,ICHmw2/101,ICHmw2/101,forest ,forest 
Forest,ICHmw2,ICHmw2/102,ICHmw2/102,,ICHmw2/102,ICHmw2/102,forest ,forest 
Forest,ICHmw2,ICHmw2/103,ICHmw2/103,,ICHmw2/103,ICHmw2/103,forest ,forest 
Forest,ICHmw2,ICHmw2/104,ICHmw2/104,,ICHmw2/104,ICHmw2/104,forest ,forest 
Forest,ICHmw2,ICHmw2/110,ICHmw2/110,,ICHmw2/110,ICHmw2/110,forest ,forest 
Forest,ICHmw2,ICHmw2/111,ICHmw2/111,,ICHmw2/111,ICHmw2/111,forest ,forest 
Forest,ICHmw2,ICHmw2/111.1,ICHmw2/111.1,,ICHmw2/111,ICHmw2/111,forest ,forest 
Forest,ICHmw2,ICHmw2/111.2,ICHmw2/111.2,,ICHmw2/111,ICHmw2/111,forest ,forest 
Forest,ICHmw2,ICHmw2/112,ICHmw2/112,,ICHmw2/112,ICHmw2/112,forest ,forest 
Forest,ICHmw2,ICHmw2/113,ICHmw2/113,,ICHmw2/113,ICHmw2/113,forest ,forest 
Forest,ICHmw2,ICHmw2/114,ICHmw2/114,,ICHmw2/114,ICHmw2/114,forest ,forest 
Forest,ICHmw3,ICHmw3/01,ICHmw3/01,,ICHmw3/01,ICHmw3/01,forest ,forest 
Forest,ICHmw3,ICHmw3/02,ICHmw3/02,,ICHmw3/02,ICHmw3/02,forest ,forest 
Forest,ICHmw3,ICHmw3/03,ICHmw3/03,,ICHmw3/03,ICHmw3/03,forest ,forest 
Forest,ICHmw3,ICHmw3/04,ICHmw3/04,,ICHmw3/04,ICHmw3/04,forest ,forest 
Forest,ICHmw3,ICHmw3/05,ICHmw3/05,,ICHmw3/05,ICHmw3/05,forest ,forest 
Forest,ICHmw3,ICHmw3/06,ICHmw3/06,,ICHmw3/06,ICHmw3/06,forest ,forest 
Forest,ICHmw3,ICHmw3/07,ICHmw3/07,,ICHmw3/07,ICHmw3/07,forest ,forest 
Forest,ICHmw3,ICHmw3/08,ICHmw3/08,,ICHmw3/08,ICHmw3/08,forest ,forest 
NonForest,ICHmw3,ICHmw3/09,ICHmw3/09,,ICHmw3/09,ICHmw3/09,forest ,forest 
Forest,ICHmw3,ICHmw3/10,ICHmw3/10,,ICHmw3/10,ICHmw3/10,forest ,forest 
Forest,ICHmw4,ICHmw4/101,ICHmw4/101,,ICHmw4/101,ICHmw4/101,forest ,forest 
Forest,ICHmw4,ICHmw4/102,ICHmw4/102,,ICHmw4/102,ICHmw4/102,forest ,forest 
Forest,ICHmw4,ICHmw4/103,ICHmw4/103,,ICHmw4/103,ICHmw4/103,forest ,forest 
Forest,ICHmw4,ICHmw4/104,ICHmw4/104,,ICHmw4/104,ICHmw4/104,forest ,forest 
Forest,ICHmw4,ICHmw4/104.1,ICHmw4/104.1,,ICHmw4/104,ICHmw4/104,forest ,forest 
Forest,ICHmw4,ICHmw4/104.2,ICHmw4/104.2,,ICHmw4/104,ICHmw4/104,forest ,forest 
Forest,ICHmw4,ICHmw4/110,ICHmw4/110,,ICHmw4/110,ICHmw4/110,forest ,forest 
Forest,ICHmw4,ICHmw4/111,ICHmw4/111,,ICHmw4/111,ICHmw4/111,forest ,forest 
Forest,ICHmw4,ICHmw4/112,ICHmw4/112,,ICHmw4/112,ICHmw4/112,forest ,forest 
Forest,ICHmw4,ICHmw4/113,ICHmw4/113,,ICHmw4/113,ICHmw4/113,forest ,forest 
Forest,ICHmw4,ICHmw4/114,ICHmw4/114,,ICHmw4/114,ICHmw4/114,forest ,forest 
Forest,ICHmw5,ICHmw5/101,ICHmw5/101,,ICHmw5/101,ICHmw5/101,forest ,forest 
Forest,ICHmw5,ICHmw5/102,ICHmw5/102,,ICHmw5/102,ICHmw5/102,forest ,forest 
Forest,ICHmw5,ICHmw5/103,ICHmw5/103,,ICHmw5/103,ICHmw5/103,forest ,forest 
Forest,ICHmw5,ICHmw5/104,ICHmw5/104,,ICHmw5/104,ICHmw5/104,forest ,forest 
Forest,ICHmw5,ICHmw5/110,ICHmw5/110,,ICHmw5/110,ICHmw5/110,forest ,forest 
Forest,ICHmw5,ICHmw5/111,ICHmw5/111,,ICHmw5/111,ICHmw5/111,forest ,forest 
Forest,ICHmw5,ICHmw5/111.1,ICHmw5/111.1,,ICHmw5/111,ICHmw5/111,forest ,forest 
Forest,ICHmw5,ICHmw5/111.2,ICHmw5/111.2,,ICHmw5/111,ICHmw5/111,forest ,forest 
Forest,ICHmw5,ICHmw5/112,ICHmw5/112,,ICHmw5/112,ICHmw5/112,forest ,forest 
Forest,ICHmw5,ICHmw5/113,ICHmw5/113,,ICHmw5/113,ICHmw5/113,forest ,forest 
Forest,ICHvc,ICHvc/01,ICHvc/01,,ICHvc/01,ICHvc/01,forest ,forest 
Forest,ICHvc,ICHvc/01.1,ICHvc/01.1,,ICHvc/01,ICHvc/01,forest ,forest 
Forest,ICHvc,ICHvc/01.2,ICHvc/01.2,,ICHvc/01,ICHvc/01,forest ,forest 
Forest,ICHvc,ICHvc/02,ICHvc/02,,ICHvc/02,ICHvc/02,forest ,forest 
Forest,ICHvc,ICHvc/02.1,ICHvc/02.1,,ICHvc/02,ICHvc/02,forest ,forest 
Forest,ICHvc,ICHvc/02.2,ICHvc/02.2,,ICHvc/02,ICHvc/02,forest ,forest 
Forest,ICHvc,ICHvc/03,ICHvc/03,,ICHvc/03,ICHvc/03,forest ,forest 
Forest,ICHvc,ICHvc/03a,ICHvc/03a,,ICHvc/03,ICHvc/03,forest ,forest 
Forest,ICHvc,ICHvc/03b,ICHvc/03b,,ICHvc/03,ICHvc/03,forest ,forest 
Forest,ICHvc,ICHvc/04,ICHvc/04,,ICHvc/04,ICHvc/04,forest ,forest 
Deciduous,ICHvc,ICHvc/05,ICHvc/05,,ICHvc/05,ICHvc/05,forest ,forest 
Forest,ICHvc,ICHvc/06,ICHvc/06,,ICHvc/06,ICHvc/06,forest ,forest 
Forest,ICHvc,ICHvc/07,ICHvc/07,,ICHvc/07,ICHvc/07,forest ,forest 
Forest,ICHvk1,ICHvk1/01,ICHvk1/01,,ICHvk1/01,ICHvk1/01,forest ,forest 
Forest,ICHvk1,ICHvk1/02,ICHvk1/02,,ICHvk1/02,ICHvk1/02,forest ,forest 
Forest,ICHvk1,ICHvk1/03,ICHvk1/03,,ICHvk1/03,ICHvk1/03,forest ,forest 
Forest,ICHvk1,ICHvk1/04,ICHvk1/04,,ICHvk1/04,ICHvk1/04,forest ,forest 
Forest,ICHvk1,ICHvk1/05,ICHvk1/05,,ICHvk1/05,ICHvk1/05,forest ,forest 
Forest,ICHvk1,ICHvk1/06,ICHvk1/06,,ICHvk1/06,ICHvk1/06,forest ,forest 
Forest,ICHvk2,ICHvk2/01,ICHvk2/01,,ICHvk2/01,ICHvk2/01,forest ,forest 
Forest,ICHvk2,ICHvk2/02,ICHvk2/02,,ICHvk2/02,ICHvk2/02,forest ,forest 
Forest,ICHvk2,ICHvk2/03,ICHvk2/03,,ICHvk2/03,ICHvk2/03,forest ,forest 
Forest,ICHvk2,ICHvk2/04,ICHvk2/04,,ICHvk2/04,ICHvk2/04,forest ,forest 
Forest,ICHvk2,ICHvk2/05,ICHvk2/05,,ICHvk2/05,ICHvk2/05,forest ,forest 
Forest,ICHvk2,ICHvk2/06,ICHvk2/06,,ICHvk2/06,ICHvk2/06,forest ,forest 
Forest,ICHvk2,ICHvk2/07,ICHvk2/07,,ICHvk2/07,ICHvk2/07,forest ,forest 
Forest,ICHvk2,ICHvk2/08,ICHvk2/08,,ICHvk2/08,ICHvk2/08,forest ,forest 
Forest,ICHvk2,ICHvk2/09,ICHvk2/09,,ICHvk2/09,ICHvk2/09,forest ,forest 
Forest,ICHvk2,ICHvk2/10,ICHvk2/10,,ICHvk2/10,ICHvk2/10,forest ,forest 
Forest,ICHwc,ICHwc/01,ICHwc/01,,ICHwc/01,ICHwc/01,forest ,forest 
Forest,ICHwc,ICHwc/02,ICHwc/02,,ICHwc/02,ICHwc/02,forest ,forest 
Forest,ICHwc,ICHwc/03,ICHwc/03,,ICHwc/03,ICHwc/03,forest ,forest 
Forest,ICHwc,ICHwc/04,ICHwc/04,,ICHwc/04,ICHwc/04,forest ,forest 
Forest,ICHwc,ICHwc/05,ICHwc/05,,ICHwc/05,ICHwc/05,forest ,forest 
Deciduous,ICHwc,ICHwc/06,ICHwc/06,,ICHwc/06,ICHwc/06,forest ,forest 
Forest,ICHwc,ICHwc/07,ICHwc/07,,ICHwc/07,ICHwc/07,forest ,forest 
Forest,ICHwc,ICHwc/08,ICHwc/08,,ICHwc/08,ICHwc/08,forest ,forest 
Forest,ICHwc,ICHwc/09,ICHwc/09,,ICHwc/09,ICHwc/09,forest ,forest 
Forest,ICHwc,ICHwc/10,ICHwc/10,,ICHwc/10,ICHwc/10,forest ,forest 
Forest,ICHwk1,ICHwk1/01,ICHwk1/01,,ICHwk1/01,ICHwk1/01,forest ,forest 
Forest,ICHwk1,ICHwk1/02,ICHwk1/02,,ICHwk1/02,ICHwk1/02,forest ,forest 
Forest,ICHwk1,ICHwk1/03,ICHwk1/03,,ICHwk1/03,ICHwk1/03,forest ,forest 
Forest,ICHwk1,ICHwk1/04,ICHwk1/04,,ICHwk1/04,ICHwk1/04,forest ,forest 
Forest,ICHwk1,ICHwk1/05,ICHwk1/05,,ICHwk1/05,ICHwk1/05,forest ,forest 
Forest,ICHwk1,ICHwk1/06,ICHwk1/06,,ICHwk1/06,ICHwk1/06,forest ,forest 
Deciduous,ICHwk1,ICHwk1/07,ICHwk1/07,,ICHwk1/07,ICHwk1/07,forest ,forest 
Forest,ICHwk1,ICHwk1/07,ICHwk1/07,,ICHwk1/07,ICHwk1/07,forest ,forest 
Forest,ICHwk1,ICHwk1/08,ICHwk1/08,,ICHwk1/08,ICHwk1/08,forest ,forest 
NonForest,ICHwk1,ICHwk1/08,ICHwk1/08,,ICHwk1/08,ICHwk1/08,forest ,forest 
NonForest,ICHwk1,ICHwk1/09,ICHwk1/09,,ICHwk1/09,ICHwk1/09,forest ,forest 
Forest,ICHwk2,ICHwk2/01,ICHwk2/01,,ICHwk2/01,ICHwk2/01,forest ,forest 
Forest,ICHwk2,ICHwk2/01a,ICHwk2/01a,,ICHwk2/01,ICHwk2/01,forest ,forest 
Forest,ICHwk2,ICHwk2/01b,ICHwk2/01b,,ICHwk2/01,ICHwk2/01,forest ,forest 
Forest,ICHwk2,ICHwk2/02,ICHwk2/02,,ICHwk2/02,ICHwk2/02,forest ,forest 
Forest,ICHwk2,ICHwk2/03,ICHwk2/03,,ICHwk2/03,ICHwk2/03,forest ,forest 
Forest,ICHwk2,ICHwk2/04,ICHwk2/04,,ICHwk2/04,ICHwk2/04,forest ,forest 
Forest,ICHwk2,ICHwk2/05,ICHwk2/05,,ICHwk2/05,ICHwk2/05,forest ,forest 
Forest,ICHwk2,ICHwk2/06,ICHwk2/06,,ICHwk2/06,ICHwk2/06,forest ,forest 
Forest,ICHwk2,ICHwk2/07,ICHwk2/07,,ICHwk2/07,ICHwk2/07,forest ,forest 
Forest,ICHwk2,ICHwk2/08,ICHwk2/08,,ICHwk2/08,ICHwk2/08,forest ,forest 
Forest,ICHwk2,ICHwk2/09,ICHwk2/09,,ICHwk2/09,ICHwk2/09,forest ,forest 
Forest,ICHwk2,ICHwk2/10,ICHwk2/10,,ICHwk2/10,ICHwk2/10,forest ,forest 
Forest,ICHwk3,ICHwk3/01,ICHwk3/01,,ICHwk3/01,ICHwk3/01,forest ,forest 
Forest,ICHwk3,ICHwk3/02,ICHwk3/02,,ICHwk3/02,ICHwk3/02,forest ,forest 
Forest,ICHwk3,ICHwk3/03,ICHwk3/03,,ICHwk3/03,ICHwk3/03,forest ,forest 
Forest,ICHwk3,ICHwk3/04,ICHwk3/04,,ICHwk3/04,ICHwk3/04,forest ,forest 
Forest,ICHwk3,ICHwk3/05,ICHwk3/05,,ICHwk3/05,ICHwk3/05,forest ,forest 
Forest,ICHwk3,ICHwk3/06,ICHwk3/06,,ICHwk3/06,ICHwk3/06,forest ,forest 
Forest,ICHwk3,ICHwk3/07,ICHwk3/07,,ICHwk3/07,ICHwk3/07,forest ,forest 
Forest,ICHwk3,ICHwk3/08,ICHwk3/08,,ICHwk3/08,ICHwk3/08,forest ,forest 
Forest,ICHwk3,ICHwk3/09,ICHwk3/09,,ICHwk3/09,ICHwk3/09,forest ,forest 
Forest,ICHwk3,ICHwk3/10,ICHwk3/10,,ICHwk3/10,ICHwk3/10,forest ,forest 
Forest,ICHwk3,ICHwk3/11,ICHwk3/11,,ICHwk3/11,ICHwk3/11,forest ,forest 
Forest,ICHwk4,ICHwk4/01,ICHwk4/01,,ICHwk4/01,ICHwk4/01,forest ,forest 
Forest,ICHwk4,ICHwk4/01a,ICHwk4/01a,,ICHwk4/01,ICHwk4/01,forest ,forest 
Forest,ICHwk4,ICHwk4/01b,ICHwk4/01b,,ICHwk4/01,ICHwk4/01,forest ,forest 
Forest,ICHwk4,ICHwk4/02,ICHwk4/02,,ICHwk4/02,ICHwk4/02,forest ,forest 
Forest,ICHwk4,ICHwk4/03,ICHwk4/03,,ICHwk4/03,ICHwk4/03,forest ,forest 
Forest,ICHwk4,ICHwk4/04,ICHwk4/04,,ICHwk4/04,ICHwk4/04,forest ,forest 
Forest,ICHwk4,ICHwk4/05,ICHwk4/05,,ICHwk4/05,ICHwk4/05,forest ,forest 
Forest,ICHwk4,ICHwk4/06,ICHwk4/06,,ICHwk4/06,ICHwk4/06,forest ,forest 
Forest,ICHwk4,ICHwk4/07,ICHwk4/07,,ICHwk4/07,ICHwk4/07,forest ,forest 
Forest,ICHwk4,ICHwk4/08,ICHwk4/08,,ICHwk4/08,ICHwk4/08,forest ,forest 
NonForest,ICHwk4,ICHwk4/09,ICHwk4/09,,ICHwk4/09,ICHwk4/09,forest ,forest 
Deciduous,ICHwk4,ICHwk4/10,ICHwk4/10,,ICHwk4/10,ICHwk4/10,forest ,forest 
Forest,ICHxm1,ICHxm1/101,ICHxm1/101,,ICHxm1/101,ICHxm1/101,forest ,forest 
Forest,ICHxm1,ICHxm1/102,ICHxm1/102,,ICHxm1/102,ICHxm1/102,forest ,forest 
Forest,ICHxm1,ICHxm1/103,ICHxm1/103,,ICHxm1/103,ICHxm1/103,forest ,forest 
Forest,ICHxm1,ICHxm1/104,ICHxm1/104,,ICHxm1/104,ICHxm1/104,forest ,forest 
Forest,ICHxm1,ICHxm1/104.1,ICHxm1/104.1,,ICHxm1/104,ICHxm1/104,forest ,forest 
Forest,ICHxm1,ICHxm1/104.2,ICHxm1/104.2,,ICHxm1/104,ICHxm1/104,forest ,forest 
Forest,ICHxm1,ICHxm1/110,ICHxm1/110,,ICHxm1/110,ICHxm1/110,forest ,forest 
Forest,ICHxm1,ICHxm1/111,ICHxm1/111,,ICHxm1/111,ICHxm1/111,forest ,forest 
Forest,ICHxm1,ICHxm1/112,ICHxm1/112,,ICHxm1/112,ICHxm1/112,forest ,forest 
Forest,ICHxw,ICHxw/101,ICHxw/101,,ICHxw/101,ICHxw/101,forest ,forest 
Forest,ICHxw,ICHxw/102,ICHxw/102,,ICHxw/102,ICHxw/102,forest ,forest 
Forest,ICHxw,ICHxw/103,ICHxw/103,,ICHxw/103,ICHxw/103,forest ,forest 
Forest,ICHxw,ICHxw/104,ICHxw/104,,ICHxw/104,ICHxw/104,forest ,forest 
Forest,ICHxw,ICHxw/110,ICHxw/110,,ICHxw/110,ICHxw/110,forest ,forest 
Forest,ICHxw,ICHxw/111,ICHxw/111,,ICHxw/111,ICHxw/111,forest ,forest 
Forest,ICHxw,ICHxw/112,ICHxw/112,,ICHxw/112,ICHxw/112,forest ,forest 
Forest,ICHxw,ICHxw/113,ICHxw/113,,ICHxw/113,ICHxw/113,forest ,forest 
Forest,ICHxwa,ICHxwa/101,ICHxwa/101,,ICHxwa/101,ICHxwa/101,forest ,forest 
Forest,ICHxwa,ICHxwa/102,ICHxwa/102,,ICHxwa/102,ICHxwa/102,forest ,forest 
Forest,ICHxwa,ICHxwa/103,ICHxwa/103,,ICHxwa/103,ICHxwa/103,forest ,forest 
Forest,ICHxwa,ICHxwa/104,ICHxwa/104,,ICHxwa/104,ICHxwa/104,forest ,forest 
Forest,ICHxwa,ICHxwa/110,ICHxwa/110,,ICHxwa/110,ICHxwa/110,forest ,forest 
Forest,ICHxwa,ICHxwa/111,ICHxwa/111,,ICHxwa/111,ICHxwa/111,forest ,forest 
Forest,ICHxwa,ICHxwa/112,ICHxwa/112,,ICHxwa/112,ICHxwa/112,forest ,forest 
Forest,ICHxwa,ICHxwa/113,ICHxwa/113,,ICHxwa/113,ICHxwa/113,forest ,forest 
Forest,IDFdh,IDFdh/101,IDFdh/101,,IDFdh/101,IDFdh/101,forest ,forest 
Forest,IDFdh,IDFdh/102,IDFdh/102,,IDFdh/102,IDFdh/102,forest ,forest 
Forest,IDFdh,IDFdh/103,IDFdh/103,,IDFdh/103,IDFdh/103,forest ,forest 
Forest,IDFdh,IDFdh/104,IDFdh/104,,IDFdh/104,IDFdh/104,forest ,forest 
Forest,IDFdh,IDFdh/104.1,IDFdh/104.1,,IDFdh/104,IDFdh/104,forest ,forest 
Forest,IDFdh,IDFdh/104.2,IDFdh/104.2,,IDFdh/104,IDFdh/104,forest ,forest 
Forest,IDFdh,IDFdh/110,IDFdh/110,,IDFdh/110,IDFdh/110,forest ,forest 
Forest,IDFdh,IDFdh/111,IDFdh/111,,IDFdh/111,IDFdh/111,forest ,forest 
Forest,IDFdk1,IDFdk1/101,IDFdk1/101,,IDFdk1/101,IDFdk1/101,forest ,forest 
Forest,IDFdk1,IDFdk1/102,IDFdk1/102,,IDFdk1/102,IDFdk1/102,forest ,forest 
Forest,IDFdk1,IDFdk1/103,IDFdk1/103,,IDFdk1/103,IDFdk1/103,forest ,forest 
Forest,IDFdk1,IDFdk1/104,IDFdk1/104,,IDFdk1/104,IDFdk1/104,forest ,forest 
Forest,IDFdk1,IDFdk1/105,IDFdk1/105,,IDFdk1/105,IDFdk1/105,forest ,forest 
Forest,IDFdk1,IDFdk1/110,IDFdk1/110,,IDFdk1/110,IDFdk1/110,forest ,forest 
Forest,IDFdk1,IDFdk1/111,IDFdk1/111,,IDFdk1/111,IDFdk1/111,forest ,forest 
Forest,IDFdk2,IDFdk2/101,IDFdk2/101,,IDFdk2/101,IDFdk2/101,forest ,forest 
Forest,IDFdk2,IDFdk2/102,IDFdk2/102,,IDFdk2/102,IDFdk2/102,forest ,forest 
Forest,IDFdk2,IDFdk2/103,IDFdk2/103,,IDFdk2/103,IDFdk2/103,forest ,forest 
Forest,IDFdk2,IDFdk2/104,IDFdk2/104,,IDFdk2/104,IDFdk2/104,forest ,forest 
Forest,IDFdk2,IDFdk2/105,IDFdk2/105,,IDFdk2/105,IDFdk2/105,forest ,forest 
Forest,IDFdk2,IDFdk2/110,IDFdk2/110,,IDFdk2/110,IDFdk2/110,forest ,forest 
Forest,IDFdk2,IDFdk2/111,IDFdk2/111,,IDFdk2/111,IDFdk2/111,forest ,forest 
Forest,IDFdk3,IDFdk3/01,IDFdk3/01,,IDFdk3/01,IDFdk3/01,forest ,forest 
Forest,IDFdk3,IDFdk3/02,IDFdk3/02,,IDFdk3/02,IDFdk3/02,forest ,forest 
Forest,IDFdk3,IDFdk3/03,IDFdk3/03,,IDFdk3/03,IDFdk3/03,forest ,forest 
Forest,IDFdk3,IDFdk3/04,IDFdk3/04,,IDFdk3/04,IDFdk3/04,forest ,forest 
Forest,IDFdk3,IDFdk3/05,IDFdk3/05,,IDFdk3/05,IDFdk3/05,forest ,forest 
Forest,IDFdk3,IDFdk3/06,IDFdk3/06,,IDFdk3/06,IDFdk3/06,forest ,forest 
Forest,IDFdk3,IDFdk3/07,IDFdk3/07,,IDFdk3/07,IDFdk3/07,forest ,forest 
Forest,IDFdk3,IDFdk3/08,IDFdk3/08,,IDFdk3/08,IDFdk3/08,forest ,forest 
Forest,IDFdk3,IDFdk3/09,IDFdk3/09,,IDFdk3/09,IDFdk3/09,forest ,forest 
Forest,IDFdk4,IDFdk4/01,IDFdk4/01,,IDFdk4/01,IDFdk4/01,forest ,forest 
Forest,IDFdk4,IDFdk4/02,IDFdk4/02,,IDFdk4/02,IDFdk4/02,forest ,forest 
Forest,IDFdk4,IDFdk4/03,IDFdk4/03,,IDFdk4/03,IDFdk4/03,forest ,forest 
Forest,IDFdk4,IDFdk4/04,IDFdk4/04,,IDFdk4/04,IDFdk4/04,forest ,forest 
Forest,IDFdk4,IDFdk4/05,IDFdk4/05,,IDFdk4/05,IDFdk4/05,forest ,forest 
Forest,IDFdk4,IDFdk4/06,IDFdk4/06,,IDFdk4/06,IDFdk4/06,forest ,forest 
Forest,IDFdk4,IDFdk4/07,IDFdk4/07,,IDFdk4/07,IDFdk4/07,forest ,forest 
Forest,IDFdk4,IDFdk4/08,IDFdk4/08,,IDFdk4/08,IDFdk4/08,forest ,forest 
Forest,IDFdk4,IDFdk4/09,IDFdk4/09,,IDFdk4/09,IDFdk4/09,forest ,forest 
Forest,IDFdk4,IDFdk4/10,IDFdk4/10,,IDFdk4/10,IDFdk4/10,forest ,forest 
Forest,IDFdk5,IDFdk5/101,IDFdk5/101,,IDFdk5/101,IDFdk5/101,forest ,forest 
Forest,IDFdk5,IDFdk5/102,IDFdk5/102,,IDFdk5/102,IDFdk5/102,forest ,forest 
Forest,IDFdk5,IDFdk5/103,IDFdk5/103,,IDFdk5/103,IDFdk5/103,forest ,forest 
Forest,IDFdk5,IDFdk5/104,IDFdk5/104,,IDFdk5/104,IDFdk5/104,forest ,forest 
Forest,IDFdk5,IDFdk5/110,IDFdk5/110,,IDFdk5/110,IDFdk5/110,forest ,forest 
Forest,IDFdk5,IDFdk5/111,IDFdk5/111,,IDFdk5/111,IDFdk5/111,forest ,forest 
Forest,IDFdk5,IDFdk5/111a,IDFdk5/111a,,IDFdk5/111,IDFdk5/111,forest ,forest 
Forest,IDFdk5,IDFdk5/111b,IDFdk5/111b,,IDFdk5/111,IDFdk5/111,forest ,forest 
Forest,IDFdm1,IDFdm1/101,IDFdm1/101,,IDFdm1/101,IDFdm1/101,forest ,forest 
Forest,IDFdm1,IDFdm1/102,IDFdm1/102,,IDFdm1/102,IDFdm1/102,forest ,forest 
Forest,IDFdm1,IDFdm1/103,IDFdm1/103,,IDFdm1/103,IDFdm1/103,forest ,forest 
Forest,IDFdm1,IDFdm1/104,IDFdm1/104,,IDFdm1/104,IDFdm1/104,forest ,forest 
Forest,IDFdm1,IDFdm1/110,IDFdm1/110,,IDFdm1/110,IDFdm1/110,forest ,forest 
Forest,IDFdm1,IDFdm1/110.1,IDFdm1/110.1,,IDFdm1/110,IDFdm1/110,forest ,forest 
Forest,IDFdm1,IDFdm1/110.2,IDFdm1/110.2,,IDFdm1/110,IDFdm1/110,forest ,forest 
Forest,IDFdm1,IDFdm1/111,IDFdm1/111,,IDFdm1/111,IDFdm1/111,forest ,forest 
Forest,IDFdm1,IDFdm1/112,IDFdm1/112,,IDFdm1/112,IDFdm1/112,forest ,forest 
Forest,IDFdm2,IDFdm2/101,IDFdm2/101,,IDFdm2/101,IDFdm2/101,forest ,forest 
Forest,IDFdm2,IDFdm2/102,IDFdm2/102,,IDFdm2/102,IDFdm2/102,forest ,forest 
Forest,IDFdm2,IDFdm2/103,IDFdm2/103,,IDFdm2/103,IDFdm2/103,forest ,forest 
Forest,IDFdm2,IDFdm2/104,IDFdm2/104,,IDFdm2/104,IDFdm2/104,forest ,forest 
Forest,IDFdm2,IDFdm2/104.1,IDFdm2/104.1,,IDFdm2/104,IDFdm2/104,forest ,forest 
Forest,IDFdm2,IDFdm2/104.2,IDFdm2/104.2,,IDFdm2/104,IDFdm2/104,forest ,forest 
Forest,IDFdm2,IDFdm2/110,IDFdm2/110,,IDFdm2/110,IDFdm2/110,forest ,forest 
Forest,IDFdm2,IDFdm2/111,IDFdm2/111,,IDFdm2/111,IDFdm2/111,forest ,forest 
Forest,IDFdm2,IDFdm2/112,IDFdm2/112,,IDFdm2/112,IDFdm2/112,forest ,forest 
Forest,IDFdm2,IDFdm2/112a,IDFdm2/112a,,IDFdm2/112,IDFdm2/112,forest ,forest 
Forest,IDFdm2,IDFdm2/112b,IDFdm2/112b,,IDFdm2/112,IDFdm2/112,forest ,forest 
Forest,IDFmw2,IDFmw2/01,IDFmw2/01,,IDFmw2/01,IDFmw2/01,forest ,forest 
Forest,IDFmw2,IDFmw2/02,IDFmw2/02,,IDFmw2/02,IDFmw2/02,forest ,forest 
Forest,IDFmw2,IDFmw2/03,IDFmw2/03,,IDFmw2/03,IDFmw2/03,forest ,forest 
Forest,IDFmw2,IDFmw2/04,IDFmw2/04,,IDFmw2/04,IDFmw2/04,forest ,forest 
NonForest,IDFmw2,IDFmw2/05,IDFmw2/05,,IDFmw2/05,IDFmw2/05,forest ,forest 
Forest,IDFww,IDFww/01,IDFww/01,,IDFww/01,IDFww/01,forest ,forest 
Forest,IDFww,IDFww/02,IDFww/02,,IDFww/02,IDFww/02,forest ,forest 
Forest,IDFww,IDFww/03,IDFww/03,,IDFww/03,IDFww/03,forest ,forest 
Forest,IDFww,IDFww/04,IDFww/04,,IDFww/04,IDFww/04,forest ,forest 
Forest,IDFww,IDFww/05,IDFww/05,,IDFww/05,IDFww/05,forest ,forest 
Forest,IDFww,IDFww/06,IDFww/06,,IDFww/06,IDFww/06,forest ,forest 
Forest,IDFww,IDFww/07,IDFww/07,,IDFww/07,IDFww/07,forest ,forest 
Forest,IDFxh1,IDFxh1/101,IDFxh1/101,,IDFxh1/101,IDFxh1/101,forest ,forest 
